book_id_raw,title,authors,language_code,image_url,small_image_url,description,text,book_idx
7178,Songs of Willow Frost,Jamie Ford,eng,https://images.gr-assets.com/books/1367527068m/17232261.jpg,https://images.gr-assets.com/books/1367527068s/17232261.jpg,Songs of Willow Frost by Jamie Ford,Songs of Willow Frost — by Jamie Ford — Songs of Willow Frost by Jamie Ford,7177
7179,"Jar City (Inspector Erlendur, #3)","Arnaldur Indriðason, Bernard Scudder",eng,https://images.gr-assets.com/books/1316129835m/280366.jpg,https://images.gr-assets.com/books/1316129835s/280366.jpg,"Jar City (Inspector Erlendur, #3) by Arnaldur Indriðason, Bernard Scudder","Jar City (Inspector Erlendur, #3) — by Arnaldur Indriðason, Bernard Scudder — Jar City (Inspector Erlendur, #3) by Arnaldur Indriðason, Bernard Scudder",7178
7180,"The Vanished Man (Lincoln Rhyme, #5)",Jeffery Deaver,en-US,https://images.gr-assets.com/books/1257881028m/28568.jpg,https://images.gr-assets.com/books/1257881028s/28568.jpg,"The Vanished Man (Lincoln Rhyme, #5) by Jeffery Deaver","The Vanished Man (Lincoln Rhyme, #5) — by Jeffery Deaver — The Vanished Man (Lincoln Rhyme, #5) by Jeffery Deaver",7179
7181,One for the Murphys,Lynda Mullaly Hunt,eng,https://images.gr-assets.com/books/1320344047m/12926804.jpg,https://images.gr-assets.com/books/1320344047s/12926804.jpg,One for the Murphys by Lynda Mullaly Hunt,One for the Murphys — by Lynda Mullaly Hunt — One for the Murphys by Lynda Mullaly Hunt,7180
7182,"Fresh Wind, Fresh Fire: What Happens When God's Spirit Invades the Heart of His People","Jim Cymbala, Dean Merrill",,https://images.gr-assets.com/books/1384258871m/324737.jpg,https://images.gr-assets.com/books/1384258871s/324737.jpg,"Fresh Wind, Fresh Fire: What Happens When God's Spirit Invades the Heart of His People by Jim Cymbala, Dean Merrill","Fresh Wind, Fresh Fire: What Happens When God's Spirit Invades the Heart of His People — by Jim Cymbala, Dean Merrill — Fresh Wind, Fresh Fire: What Happens When God's Spirit Invades the Heart of His People by Jim Cymbala, Dean Merrill",7181
7183,"The Madman’s Daughter (The Madman’s Daughter, #1)",Megan Shepherd,eng,https://images.gr-assets.com/books/1354155885m/12291438.jpg,https://images.gr-assets.com/books/1354155885s/12291438.jpg,"The Madman’s Daughter (The Madman’s Daughter, #1) by Megan Shepherd","The Madman’s Daughter (The Madman’s Daughter, #1) — by Megan Shepherd — The Madman’s Daughter (The Madman’s Daughter, #1) by Megan Shepherd",7182
7184,"Second Honeymoon (Honeymoon, #2)","James Patterson, Howard Roughan",eng,https://images.gr-assets.com/books/1352225697m/16131072.jpg,https://images.gr-assets.com/books/1352225697s/16131072.jpg,"Second Honeymoon (Honeymoon, #2) by James Patterson, Howard Roughan","Second Honeymoon (Honeymoon, #2) — by James Patterson, Howard Roughan — Second Honeymoon (Honeymoon, #2) by James Patterson, Howard Roughan",7183
7185,"Hero (Hero, #1)",Samantha Young,eng,https://images.gr-assets.com/books/1413500793m/23355069.jpg,https://images.gr-assets.com/books/1413500793s/23355069.jpg,"Hero (Hero, #1) by Samantha Young","Hero (Hero, #1) — by Samantha Young — Hero (Hero, #1) by Samantha Young",7184
7186,Brain Droppings,George Carlin,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,Brain Droppings by George Carlin,Brain Droppings — by George Carlin — Brain Droppings by George Carlin,7185
7187,Last Chance to See,"Douglas Adams, Mark Carwardine",,https://images.gr-assets.com/books/1327867839m/8696.jpg,https://images.gr-assets.com/books/1327867839s/8696.jpg,"Last Chance to See by Douglas Adams, Mark Carwardine","Last Chance to See — by Douglas Adams, Mark Carwardine — Last Chance to See by Douglas Adams, Mark Carwardine",7186
7188,"Swindle (Swindle, #1)",Gordon Korman,eng,https://images.gr-assets.com/books/1328843225m/1653655.jpg,https://images.gr-assets.com/books/1328843225s/1653655.jpg,"Swindle (Swindle, #1) by Gordon Korman","Swindle (Swindle, #1) — by Gordon Korman — Swindle (Swindle, #1) by Gordon Korman",7187
7189,Relish: My Life in the Kitchen,Lucy Knisley,eng,https://images.gr-assets.com/books/1345686126m/15786110.jpg,https://images.gr-assets.com/books/1345686126s/15786110.jpg,Relish: My Life in the Kitchen by Lucy Knisley,Relish: My Life in the Kitchen — by Lucy Knisley — Relish: My Life in the Kitchen by Lucy Knisley,7188
7190,What I Thought Was True,Huntley Fitzpatrick,eng,https://images.gr-assets.com/books/1479774148m/15832932.jpg,https://images.gr-assets.com/books/1479774148s/15832932.jpg,What I Thought Was True by Huntley Fitzpatrick,What I Thought Was True — by Huntley Fitzpatrick — What I Thought Was True by Huntley Fitzpatrick,7189
7191,Pretty Little Liars (TV Series),Lambert M. Surhone,eng,https://images.gr-assets.com/books/1379594334m/9528186.jpg,https://images.gr-assets.com/books/1379594334s/9528186.jpg,Pretty Little Liars (TV Series) by Lambert M. Surhone,Pretty Little Liars (TV Series) — by Lambert M. Surhone — Pretty Little Liars (TV Series) by Lambert M. Surhone,7190
7192,"Ruthless (Pretty Little Liars, #10)",Sara Shepard,en-US,https://images.gr-assets.com/books/1314802629m/10429037.jpg,https://images.gr-assets.com/books/1314802629s/10429037.jpg,"Ruthless (Pretty Little Liars, #10) by Sara Shepard","Ruthless (Pretty Little Liars, #10) — by Sara Shepard — Ruthless (Pretty Little Liars, #10) by Sara Shepard",7191
7193,The Secret Life of Violet Grant,Beatriz Williams,eng,https://images.gr-assets.com/books/1393212446m/18667976.jpg,https://images.gr-assets.com/books/1393212446s/18667976.jpg,The Secret Life of Violet Grant by Beatriz Williams,The Secret Life of Violet Grant — by Beatriz Williams — The Secret Life of Violet Grant by Beatriz Williams,7192
7194,"Wicked Ties (Wicked Lovers, #1)",Shayla Black,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Wicked Ties (Wicked Lovers, #1) by Shayla Black","Wicked Ties (Wicked Lovers, #1) — by Shayla Black — Wicked Ties (Wicked Lovers, #1) by Shayla Black",7193
7195,"Charlie Bone and the Beast (The Children of the Red King, #6)",Jenny Nimmo,en-US,https://images.gr-assets.com/books/1290344896m/47878.jpg,https://images.gr-assets.com/books/1290344896s/47878.jpg,"Charlie Bone and the Beast (The Children of the Red King, #6) by Jenny Nimmo","Charlie Bone and the Beast (The Children of the Red King, #6) — by Jenny Nimmo — Charlie Bone and the Beast (The Children of the Red King, #6) by Jenny Nimmo",7194
7196,The Baller: A Down and Dirty Football Novel,Vi Keeland,eng,https://images.gr-assets.com/books/1447850960m/27406436.jpg,https://images.gr-assets.com/books/1447850960s/27406436.jpg,The Baller: A Down and Dirty Football Novel by Vi Keeland,The Baller: A Down and Dirty Football Novel — by Vi Keeland — The Baller: A Down and Dirty Football Novel by Vi Keeland,7195
7197,"The Providence of Fire (Chronicle of the Unhewn Throne, #2)",Brian Staveley,eng,https://images.gr-assets.com/books/1405301050m/22055280.jpg,https://images.gr-assets.com/books/1405301050s/22055280.jpg,"The Providence of Fire (Chronicle of the Unhewn Throne, #2) by Brian Staveley","The Providence of Fire (Chronicle of the Unhewn Throne, #2) — by Brian Staveley — The Providence of Fire (Chronicle of the Unhewn Throne, #2) by Brian Staveley",7196
7198,Existentialism Is a Humanism,"Jean-Paul Sartre, Arlette Elkaïm-Sartre, Annie Cohen-Solal, Carol Macomber",en-GB,https://images.gr-assets.com/books/1328870158m/51985.jpg,https://images.gr-assets.com/books/1328870158s/51985.jpg,"Existentialism Is a Humanism by Jean-Paul Sartre, Arlette Elkaïm-Sartre, Annie Cohen-Solal, Carol Macomber","Existentialism Is a Humanism — by Jean-Paul Sartre, Arlette Elkaïm-Sartre, Annie Cohen-Solal, Carol Macomber — Existentialism Is a Humanism by Jean-Paul Sartre, Arlette Elkaïm-Sartre, Annie Cohen-Solal, Carol Macomber",7197
7199,My Life on the Road,Gloria Steinem,eng,https://images.gr-assets.com/books/1440005972m/15451058.jpg,https://images.gr-assets.com/books/1440005972s/15451058.jpg,My Life on the Road by Gloria Steinem,My Life on the Road — by Gloria Steinem — My Life on the Road by Gloria Steinem,7198
7200,Making Ideas Happen: Overcoming the Obstacles Between Vision and Reality,Scott Belsky,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,Making Ideas Happen: Overcoming the Obstacles Between Vision and Reality by Scott Belsky,Making Ideas Happen: Overcoming the Obstacles Between Vision and Reality — by Scott Belsky — Making Ideas Happen: Overcoming the Obstacles Between Vision and Reality by Scott Belsky,7199
7201,"Sweet Little Lies (L.A. Candy, #2)",Lauren Conrad,en-US,https://images.gr-assets.com/books/1258145375m/6609864.jpg,https://images.gr-assets.com/books/1258145375s/6609864.jpg,"Sweet Little Lies (L.A. Candy, #2) by Lauren Conrad","Sweet Little Lies (L.A. Candy, #2) — by Lauren Conrad — Sweet Little Lies (L.A. Candy, #2) by Lauren Conrad",7200
7202,"Remy (Real, #3)",Katy Evans,eng,https://images.gr-assets.com/books/1379702539m/17830559.jpg,https://images.gr-assets.com/books/1379702539s/17830559.jpg,"Remy (Real, #3) by Katy Evans","Remy (Real, #3) — by Katy Evans — Remy (Real, #3) by Katy Evans",7201
7203,"Rock Chick Revenge (Rock Chick, #5)",Kristen Ashley,eng,https://images.gr-assets.com/books/1328299988m/11227043.jpg,https://images.gr-assets.com/books/1328299988s/11227043.jpg,"Rock Chick Revenge (Rock Chick, #5) by Kristen Ashley","Rock Chick Revenge (Rock Chick, #5) — by Kristen Ashley — Rock Chick Revenge (Rock Chick, #5) by Kristen Ashley",7202
7204,The Little Match Girl,"Hans Christian Andersen, Rachel Isadora",eng,https://images.gr-assets.com/books/1411481144m/342994.jpg,https://images.gr-assets.com/books/1411481144s/342994.jpg,"The Little Match Girl by Hans Christian Andersen, Rachel Isadora","The Little Match Girl — by Hans Christian Andersen, Rachel Isadora — The Little Match Girl by Hans Christian Andersen, Rachel Isadora",7203
7205,The Places in Between,Rory Stewart,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,The Places in Between by Rory Stewart,The Places in Between — by Rory Stewart — The Places in Between by Rory Stewart,7204
7206,"Stars of Fortune (The Guardians Trilogy, #1)",Nora Roberts,eng,https://images.gr-assets.com/books/1458079016m/24611454.jpg,https://images.gr-assets.com/books/1458079016s/24611454.jpg,"Stars of Fortune (The Guardians Trilogy, #1) by Nora Roberts","Stars of Fortune (The Guardians Trilogy, #1) — by Nora Roberts — Stars of Fortune (The Guardians Trilogy, #1) by Nora Roberts",7205
7207,I Suck at Girls,Justin Halpern,,https://images.gr-assets.com/books/1335903412m/13425393.jpg,https://images.gr-assets.com/books/1335903412s/13425393.jpg,I Suck at Girls by Justin Halpern,I Suck at Girls — by Justin Halpern — I Suck at Girls by Justin Halpern,7206
7208,"Cat Among the Pigeons (Hercule Poirot, #32)",Agatha Christie,eng,https://images.gr-assets.com/books/1275665326m/16342.jpg,https://images.gr-assets.com/books/1275665326s/16342.jpg,"Cat Among the Pigeons (Hercule Poirot, #32) by Agatha Christie","Cat Among the Pigeons (Hercule Poirot, #32) — by Agatha Christie — Cat Among the Pigeons (Hercule Poirot, #32) by Agatha Christie",7207
7209,Paris,Edward Rutherfurd,eng,https://images.gr-assets.com/books/1344117043m/15786792.jpg,https://images.gr-assets.com/books/1344117043s/15786792.jpg,Paris by Edward Rutherfurd,Paris — by Edward Rutherfurd — Paris by Edward Rutherfurd,7208
7210,The Necklace and Other Short Stories,Guy de Maupassant,eng,https://images.gr-assets.com/books/1327649717m/77995.jpg,https://images.gr-assets.com/books/1327649717s/77995.jpg,The Necklace and Other Short Stories by Guy de Maupassant,The Necklace and Other Short Stories — by Guy de Maupassant — The Necklace and Other Short Stories by Guy de Maupassant,7209
7211,Void Moon,Michael Connelly,eng,https://images.gr-assets.com/books/1344267460m/84786.jpg,https://images.gr-assets.com/books/1344267460s/84786.jpg,Void Moon by Michael Connelly,Void Moon — by Michael Connelly — Void Moon by Michael Connelly,7210
7212,Captains Courageous,Rudyard Kipling,eng,https://images.gr-assets.com/books/1327959659m/34057.jpg,https://images.gr-assets.com/books/1327959659s/34057.jpg,Captains Courageous by Rudyard Kipling,Captains Courageous — by Rudyard Kipling — Captains Courageous by Rudyard Kipling,7211
7213,"Shadow Prey (Lucas Davenport, #2)",John Sandford,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Shadow Prey (Lucas Davenport, #2) by John Sandford","Shadow Prey (Lucas Davenport, #2) — by John Sandford — Shadow Prey (Lucas Davenport, #2) by John Sandford",7212
7214,Violin,Anne Rice,eng,https://images.gr-assets.com/books/1479198883m/31333.jpg,https://images.gr-assets.com/books/1479198883s/31333.jpg,Violin by Anne Rice,Violin — by Anne Rice — Violin by Anne Rice,7213
7215,The Forgetting Time,Sharon Guskin,eng,https://images.gr-assets.com/books/1442527065m/25527908.jpg,https://images.gr-assets.com/books/1442527065s/25527908.jpg,The Forgetting Time by Sharon Guskin,The Forgetting Time — by Sharon Guskin — The Forgetting Time by Sharon Guskin,7214
7216,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,,https://images.gr-assets.com/books/1391337388m/809849.jpg,https://images.gr-assets.com/books/1391337388s/809849.jpg,Dear Zoo: A Lift-the-Flap Book by Rod Campbell,Dear Zoo: A Lift-the-Flap Book — by Rod Campbell — Dear Zoo: A Lift-the-Flap Book by Rod Campbell,7215
7217,"Death Note, Vol. 3: Hard Run (Death Note, #3)","Tsugumi Ohba, Takeshi Obata",eng,https://images.gr-assets.com/books/1419952370m/13618.jpg,https://images.gr-assets.com/books/1419952370s/13618.jpg,"Death Note, Vol. 3: Hard Run (Death Note, #3) by Tsugumi Ohba, Takeshi Obata","Death Note, Vol. 3: Hard Run (Death Note, #3) — by Tsugumi Ohba, Takeshi Obata — Death Note, Vol. 3: Hard Run (Death Note, #3) by Tsugumi Ohba, Takeshi Obata",7216
7218,"The Lost Stories (Ranger's Apprentice, #11)",John Flanagan,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"The Lost Stories (Ranger's Apprentice, #11) by John Flanagan","The Lost Stories (Ranger's Apprentice, #11) — by John Flanagan — The Lost Stories (Ranger's Apprentice, #11) by John Flanagan",7217
7219,"Deep Down (Jack Reacher, #16.5)",Lee Child,en-US,https://images.gr-assets.com/books/1373921650m/15738951.jpg,https://images.gr-assets.com/books/1373921650s/15738951.jpg,"Deep Down (Jack Reacher, #16.5) by Lee Child","Deep Down (Jack Reacher, #16.5) — by Lee Child — Deep Down (Jack Reacher, #16.5) by Lee Child",7218
7220,Saving June,Hannah Harrington,eng,https://images.gr-assets.com/books/1349156138m/10947600.jpg,https://images.gr-assets.com/books/1349156138s/10947600.jpg,Saving June by Hannah Harrington,Saving June — by Hannah Harrington — Saving June by Hannah Harrington,7219
7221,"Eeny Meeny (Helen Grace, #1)",M.J. Arlidge,eng,https://images.gr-assets.com/books/1418746579m/23398806.jpg,https://images.gr-assets.com/books/1418746579s/23398806.jpg,"Eeny Meeny (Helen Grace, #1) by M.J. Arlidge","Eeny Meeny (Helen Grace, #1) — by M.J. Arlidge — Eeny Meeny (Helen Grace, #1) by M.J. Arlidge",7220
7222,"Of Triton (The Syrena Legacy, #2)",Anna Banks,eng,https://images.gr-assets.com/books/1355733528m/15513156.jpg,https://images.gr-assets.com/books/1355733528s/15513156.jpg,"Of Triton (The Syrena Legacy, #2) by Anna Banks","Of Triton (The Syrena Legacy, #2) — by Anna Banks — Of Triton (The Syrena Legacy, #2) by Anna Banks",7221
7223,What the Night Knows,Dean Koontz,eng,https://images.gr-assets.com/books/1308459193m/7830126.jpg,https://images.gr-assets.com/books/1308459193s/7830126.jpg,What the Night Knows by Dean Koontz,What the Night Knows — by Dean Koontz — What the Night Knows by Dean Koontz,7222
7224,"Knight & Play (Knight, #1)",Kitty French,eng,https://images.gr-assets.com/books/1354181901m/16174197.jpg,https://images.gr-assets.com/books/1354181901s/16174197.jpg,"Knight & Play (Knight, #1) by Kitty French","Knight & Play (Knight, #1) — by Kitty French — Knight & Play (Knight, #1) by Kitty French",7223
7225,"Queen of Fire (Raven's Shadow, #3)",Anthony  Ryan,eng,https://images.gr-assets.com/books/1417350958m/18405221.jpg,https://images.gr-assets.com/books/1417350958s/18405221.jpg,"Queen of Fire (Raven's Shadow, #3) by Anthony  Ryan","Queen of Fire (Raven's Shadow, #3) — by Anthony  Ryan — Queen of Fire (Raven's Shadow, #3) by Anthony  Ryan",7224
7226,"The Wounded Land (The Second Chronicles of Thomas Covenant, #1)",Stephen R. Donaldson,,https://images.gr-assets.com/books/1323997527m/404223.jpg,https://images.gr-assets.com/books/1323997527s/404223.jpg,"The Wounded Land (The Second Chronicles of Thomas Covenant, #1) by Stephen R. Donaldson","The Wounded Land (The Second Chronicles of Thomas Covenant, #1) — by Stephen R. Donaldson — The Wounded Land (The Second Chronicles of Thomas Covenant, #1) by Stephen R. Donaldson",7225
7227,Darkness Visible: A Memoir of Madness,William Styron,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,Darkness Visible: A Memoir of Madness by William Styron,Darkness Visible: A Memoir of Madness — by William Styron — Darkness Visible: A Memoir of Madness by William Styron,7226
7228,In the Shadow of the Banyan,Vaddey Ratner,,https://images.gr-assets.com/books/1346714710m/13057939.jpg,https://images.gr-assets.com/books/1346714710s/13057939.jpg,In the Shadow of the Banyan by Vaddey Ratner,In the Shadow of the Banyan — by Vaddey Ratner — In the Shadow of the Banyan by Vaddey Ratner,7227
7229,Dead End in Norvelt,Jack Gantos,eng,https://images.gr-assets.com/books/1371074276m/9858488.jpg,https://images.gr-assets.com/books/1371074276s/9858488.jpg,Dead End in Norvelt by Jack Gantos,Dead End in Norvelt — by Jack Gantos — Dead End in Norvelt by Jack Gantos,7228
7230,"Spider's Bite (Elemental Assassin, #1)",Jennifer Estep,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Spider's Bite (Elemental Assassin, #1) by Jennifer Estep","Spider's Bite (Elemental Assassin, #1) — by Jennifer Estep — Spider's Bite (Elemental Assassin, #1) by Jennifer Estep",7229
7231,Self-Reliance and Other Essays,Ralph Waldo Emerson,en-US,https://images.gr-assets.com/books/1319099192m/123845.jpg,https://images.gr-assets.com/books/1319099192s/123845.jpg,Self-Reliance and Other Essays by Ralph Waldo Emerson,Self-Reliance and Other Essays — by Ralph Waldo Emerson — Self-Reliance and Other Essays by Ralph Waldo Emerson,7230
7232,Crash,J.G. Ballard,en-CA,https://images.gr-assets.com/books/1281416649m/70241.jpg,https://images.gr-assets.com/books/1281416649s/70241.jpg,Crash by J.G. Ballard,Crash — by J.G. Ballard — Crash by J.G. Ballard,7231
7233,How to Talk So Kids Will Listen & Listen So Kids Will Talk,"Adele Faber, Elaine Mazlish, Kimberly Ann Coe",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"How to Talk So Kids Will Listen & Listen So Kids Will Talk by Adele Faber, Elaine Mazlish, Kimberly Ann Coe","How to Talk So Kids Will Listen & Listen So Kids Will Talk — by Adele Faber, Elaine Mazlish, Kimberly Ann Coe — How to Talk So Kids Will Listen & Listen So Kids Will Talk by Adele Faber, Elaine Mazlish, Kimberly Ann Coe",7232
7234,Fiddler on the Roof,"Joseph Stein, Jerry Bock, Sheldon Harnick",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Fiddler on the Roof by Joseph Stein, Jerry Bock, Sheldon Harnick","Fiddler on the Roof — by Joseph Stein, Jerry Bock, Sheldon Harnick — Fiddler on the Roof by Joseph Stein, Jerry Bock, Sheldon Harnick",7233
7235,"Afterburn (Jax & Gia, #1)",Sylvia Day,eng,https://images.gr-assets.com/books/1369326801m/17607848.jpg,https://images.gr-assets.com/books/1369326801s/17607848.jpg,"Afterburn (Jax & Gia, #1) by Sylvia Day","Afterburn (Jax & Gia, #1) — by Sylvia Day — Afterburn (Jax & Gia, #1) by Sylvia Day",7234
7236,"All-of-a-Kind Family (All-of-a-Kind Family, #1)",Sydney Taylor,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"All-of-a-Kind Family (All-of-a-Kind Family, #1) by Sydney Taylor","All-of-a-Kind Family (All-of-a-Kind Family, #1) — by Sydney Taylor — All-of-a-Kind Family (All-of-a-Kind Family, #1) by Sydney Taylor",7235
7237,Influx,Daniel Suarez,eng,https://images.gr-assets.com/books/1374634071m/18114057.jpg,https://images.gr-assets.com/books/1374634071s/18114057.jpg,Influx by Daniel Suarez,Influx — by Daniel Suarez — Influx by Daniel Suarez,7236
7238,"Ilse Witch (Voyage of the Jerle Shannara, #1)",Terry Brooks,en-US,https://images.gr-assets.com/books/1403187876m/15560.jpg,https://images.gr-assets.com/books/1403187876s/15560.jpg,"Ilse Witch (Voyage of the Jerle Shannara, #1) by Terry Brooks","Ilse Witch (Voyage of the Jerle Shannara, #1) — by Terry Brooks — Ilse Witch (Voyage of the Jerle Shannara, #1) by Terry Brooks",7237
7239,Personal History,Katharine Graham,en-US,https://images.gr-assets.com/books/1320504681m/95420.jpg,https://images.gr-assets.com/books/1320504681s/95420.jpg,Personal History by Katharine Graham,Personal History — by Katharine Graham — Personal History by Katharine Graham,7238
7240,"The Dry (Aaron Falk, #1)",Jane Harper,eng,https://images.gr-assets.com/books/1456113132m/27824826.jpg,https://images.gr-assets.com/books/1456113132s/27824826.jpg,"The Dry (Aaron Falk, #1) by Jane Harper","The Dry (Aaron Falk, #1) — by Jane Harper — The Dry (Aaron Falk, #1) by Jane Harper",7239
7241,Full House (Full #1),"Janet Evanovich, Charlotte Hughes",eng,https://images.gr-assets.com/books/1479699904m/40320.jpg,https://images.gr-assets.com/books/1479699904s/40320.jpg,"Full House (Full #1) by Janet Evanovich, Charlotte Hughes","Full House (Full #1) — by Janet Evanovich, Charlotte Hughes — Full House (Full #1) by Janet Evanovich, Charlotte Hughes",7240
7242,The Broken Wings,"Kahlil Gibran, Anthony R. Ferris",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"The Broken Wings by Kahlil Gibran, Anthony R. Ferris","The Broken Wings — by Kahlil Gibran, Anthony R. Ferris — The Broken Wings by Kahlil Gibran, Anthony R. Ferris",7241
7243,"Two Graves (Pendergast, #12)","Douglas Preston, Lincoln Child",,https://images.gr-assets.com/books/1346937130m/14889780.jpg,https://images.gr-assets.com/books/1346937130s/14889780.jpg,"Two Graves (Pendergast, #12) by Douglas Preston, Lincoln Child","Two Graves (Pendergast, #12) — by Douglas Preston, Lincoln Child — Two Graves (Pendergast, #12) by Douglas Preston, Lincoln Child",7242
7244,"Blood of Dragons (Rain Wild Chronicles, #4)",Robin Hobb,eng,https://images.gr-assets.com/books/1341265576m/13109291.jpg,https://images.gr-assets.com/books/1341265576s/13109291.jpg,"Blood of Dragons (Rain Wild Chronicles, #4) by Robin Hobb","Blood of Dragons (Rain Wild Chronicles, #4) — by Robin Hobb — Blood of Dragons (Rain Wild Chronicles, #4) by Robin Hobb",7243
7245,A Bridge Too Far,Cornelius Ryan,eng,https://images.gr-assets.com/books/1326921431m/539904.jpg,https://images.gr-assets.com/books/1326921431s/539904.jpg,A Bridge Too Far by Cornelius Ryan,A Bridge Too Far — by Cornelius Ryan — A Bridge Too Far by Cornelius Ryan,7244
7246,Loser,Jerry Spinelli,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,Loser by Jerry Spinelli,Loser — by Jerry Spinelli — Loser by Jerry Spinelli,7245
7247,"Sepulchre (Languedoc, #2)",Kate Mosse,en-GB,https://images.gr-assets.com/books/1328120460m/498835.jpg,https://images.gr-assets.com/books/1328120460s/498835.jpg,"Sepulchre (Languedoc, #2) by Kate Mosse","Sepulchre (Languedoc, #2) — by Kate Mosse — Sepulchre (Languedoc, #2) by Kate Mosse",7246
7248,"Kill the Dead (Sandman Slim, #2)",Richard Kadrey,en-US,https://images.gr-assets.com/books/1275103078m/7778609.jpg,https://images.gr-assets.com/books/1275103078s/7778609.jpg,"Kill the Dead (Sandman Slim, #2) by Richard Kadrey","Kill the Dead (Sandman Slim, #2) — by Richard Kadrey — Kill the Dead (Sandman Slim, #2) by Richard Kadrey",7247
7249,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Rolf Potts,eng,https://images.gr-assets.com/books/1320532720m/100247.jpg,https://images.gr-assets.com/books/1320532720s/100247.jpg,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel by Rolf Potts,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel — by Rolf Potts — Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel by Rolf Potts,7248
7250,"Kiss the Dead (Anita Blake, Vampire Hunter #21)",Laurell K. Hamilton,eng,https://images.gr-assets.com/books/1328767132m/12383252.jpg,https://images.gr-assets.com/books/1328767132s/12383252.jpg,"Kiss the Dead (Anita Blake, Vampire Hunter #21) by Laurell K. Hamilton","Kiss the Dead (Anita Blake, Vampire Hunter #21) — by Laurell K. Hamilton — Kiss the Dead (Anita Blake, Vampire Hunter #21) by Laurell K. Hamilton",7249
7251,The Garden of Eden,Ernest Hemingway,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,The Garden of Eden by Ernest Hemingway,The Garden of Eden — by Ernest Hemingway — The Garden of Eden by Ernest Hemingway,7250
7252,"Sweet Surrender (Sweet, #1)",Maya Banks,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Sweet Surrender (Sweet, #1) by Maya Banks","Sweet Surrender (Sweet, #1) — by Maya Banks — Sweet Surrender (Sweet, #1) by Maya Banks",7251
